name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	png
延龄草	头顶一颗珠、地珠、芋儿七	多年生草本花卉	植物界 被子植物门 单子叶植物纲 百合目 百合科 延龄草属	春季夏季	延龄草（Trillium tschonoskii Maxim.），百合科植物。延龄草是多年生草本，茎丛生于粗短的根状茎上，高15-50厘米。?延龄草生于海拔1600-3200米的林下、山谷阴湿处、山坡或路旁岩石下。有活血，镇痛，止血，消肿，去风湿的作用。	延龄草分布于西藏、云南、四川、陕西、甘肃、安徽、湖南。延龄草在锡金、不丹、印度、朝鲜和日本也有分布。	56a32d6a2b21e_140_120.jpg
瓶尔小草	一叶草、金剑草、矛盾草、蛇须草	多年生草本花卉	植物界 蕨类植物门 厚囊蕨纲 瓶尔小草目 瓶尔小草科 瓶尔小草属	不开花	瓶尔小草又名一叶草、金剑草、矛盾草、蛇须草等。属瓶尔小草多年生小草，蕨类，直立高12～26cm。根状茎短，圆柱形，有一簇细长不分枝的肉质根，向四面横走，在先端发生新植物。适合生长于阴凉潮湿的土壤中。	瓶尔小草分布于长江下游各省、湖北、四川、陕西南部、贵州、云南、台湾及西藏。瓶尔小草在欧洲、亚洲、美洲等地广泛分布。	55aa809ea4553_140_120.jpg
玉吊钟	洋吊钟、变叶景天、蝴蝶之舞、细叶落地生根	多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 伽蓝菜属	冬季	玉吊钟是景天科、伽蓝菜属的多肉植物、也称多浆植物，别名洋吊钟。该物种喜温暖凉爽的气候环境，不耐高温烈日，它叶色艳丽，形态如花，株型美观，根须奇特，具有极高的艺术欣赏价值。原产马达加斯加岛干燥、阳光充足的热带地区。	玉吊钟原产马达加斯加岛干燥、阳光充足的热带地区。	594547d928082_140_120.jpg
云杉	粗枝云杉、大果云杉、粗皮云杉、异鳞云杉、大云杉、白松	乔木花卉	植物界 裸子植物门 松柏纲 松柏目 松科 云杉属	4-5月	云杉（拉丁学名：Picea asperata Mast.）别名茂县云杉、茂县杉等。为乔木。高达45米，胸径达1米；树皮淡灰褐色或淡褐灰色，裂成不规则鳞片或稍厚的块片脱落。云杉为中国特有树种，产于陕西西南部（凤县）、甘肃东部（两当）及白龙江流域等地，稍耐荫，能耐干燥及寒冷的环境条件，生长在海拔2400-3600米地带，云杉树干高大通直，节少，材质略轻柔，纹理直、均匀，结构细致，易加工，具有良好的共鸣性能。可供建筑、飞机、乐器（钢琴、提琴）、舟车、家具、器具、箱盒、刨制胶合板与薄木以及木纤维工业原料等用材。2014年2月，瑞典科学家在一座山脉上发现了一株9500岁云杉，堪称为“世界上最古老”的树，而且它还在继续生长。	云杉为中国特有树种，以华北山地分布为广，东北的小兴安岭等地也有分布。产于陕西西南部（凤县）、甘肃东部（两当）及白龙江流域、洮河流域、四川岷江流域上游及大小金川流域。	5b97d3538066a_140_120.jpg
雏菊	春菊、马兰头花、延命菊、幸福花	多年生草本花卉	植物界 被子植物门  双子叶植物纲  菊目  菊科  雏菊属	春季夏季	雏菊是菊科植物的一种，别名长命菊、延命菊，原产于欧洲，原种被视为丛生的杂草，开花期在春季。雏菊是多年生草本植物，学名的种加词perennis也含有“多年生的”的意思。雏菊深得意大利人的喜爱，因而推举为国花。雏菊又叫干菊、白菊，可以作为药用植物。 雏菊的种植历史很悠久，常秋播作2年生栽培，株高15-20厘米。叶基部簇生，匙形。头状花序单生，花径3-5厘米，舌状花为条形。有白色、粉色、红色。花语：纯洁的美、天真、和平、希望以及“深藏在心底的爱”。	雏菊原产欧洲。雏菊在中国各地庭园栽培作为花坛观赏植物。	563b8621258de_140_120.jpg
乐昌含笑	南方白兰花、广东含笑、景烈白兰、景烈含笑	乔木花卉	植物界 被子植物门 双子叶植物纲 毛茛目  木兰科 含笑属	春季	乐昌含笑，又名南方白兰花、广东含笑、景烈白兰、景烈含笑。1929年英国植物学家恩第在乐昌市两江镇上茶坪村发现，并因此而得名。乐昌含笑是少有的以地方名称命名的一种植物。乐昌含笑，木兰科，常绿乔木，喜欢温暖湿润的气候，生长适宜温度为15-32℃，能抗41℃的高温，也能耐寒，树干挺拔，树荫浓郁，花香醉人，可孤植或丛植于园林中，亦可作行道树。乐昌含笑原产于中国江西、湖南、广东、广西、贵州等地。越南也有。	乐昌含笑原产于中国江西（南部）、湖南（南部）、广东（西部及北部）、广西（东部）、贵州等地。乐昌含笑越南也有。	57178edc9dcfb_140_120.jpg
电灯花	毛地黄叶吊钟柳	多年生草本花卉	植物界 被子植物门 双子叶植物纲 管花目 花荵科 电灯花属		电灯花（Cobaea scandens Cav.）多年生缠绕草本，全株无毛。小叶3对，椭圆形或长圆形，长6-9厘米，宽3.5-4厘米，小叶柄长约1厘米，最下的1对紧靠茎，多少呈耳形或戟形，似托叶状，卷须分枝；花萼裂片宽，近圆形，具小短尖头；花冠长约5厘米，钟状，绿紫色逐渐变紫色。蒴果长约4厘米。种子宽约0.8厘米，薄而平扁。电灯花原产墨西哥。我国云南南部、西北部和广东省有栽培。	国外分布 ： 原产地于墨西哥境内之森林或灌木丛。国内分布：我国云南南部、西北部和广东省有栽培。	5b912efb0127f_140_120.png
碧根果	长寿果	乔木花卉	植物界 被子植物门 双子叶植物纲 胡桃目 胡桃科( 山核桃属	春季	碧根果是美国山核桃的果实，又名“长寿果”。能补肾健脑、补中益气，润肌肤、乌须发。壳很脆，跟香榧一样脆，易剥。肉质介于大核桃与小核桃之间，碧根果是全世界17种山核桃之一。碧根果（pecan，又名美国山核桃（caryaillinoensiskoch）、长寿果）属胡桃科的山核桃属,又名薄壳山核桃或长山核桃,英文名为pecan或hickory,碧根果果型如大橄榄状，肉多而香，是世界十大坚果之一。碧根果外形是长椭圆型的干果，原产北美大陆的美国和墨西哥北部现已成为世界性的干果类树种之一，其种仁有优异的食疗保健价值。优质碧根果皮很薄，可以用手剥开，果仁的味道界于我们常吃的山核桃和大核桃之间，口感香浓酥脆令人赞不绝口。它是全世界17种山核桃之一，属纯野生果类，是集山地之灵气哺育而成，无任何公害污染的天然绿色食品。古书上记载：长寿果能补肾通脑，有益智慧。将长寿果仁与冰糖共捣成泥，密藏罐中，每次取两勺，开水冲饮，那冲后浮起的一层白色液体，便是补脑力最强的长寿果奶。	碧根果盛产于澳洲，北美等国家，我国新疆维吾尔自治区也有种植。浙江省也有开始少量试种，其果实营养丰富而味美。所以说碧根果是不可多得的美味干果。	564c7ef6ba9b2_140_120.jpg
艾草	冰台、遏草、香艾、蕲艾、艾蒿、艾、灸草、医草、黄草、艾绒	一年生草本花卉	植物界 被子植物门 双子叶植物纲 菊目 菊科 蒿属	夏季	艾草（学名：Artemisia argyi H. Lév. & Vaniot），别名：冰台、遏草、香艾、蕲艾、艾萧、艾蒿、艾蒿、蓬藁、艾﹑灸草﹑医草﹑黄草﹑艾绒等。多年生草本或略成半灌木状，植株有浓烈香气。艾草茎单生或少数，褐色或灰黄褐色，基部稍木质化，上部萆质，并有少数短的分枝，叶厚纸质，上面被灰白色短柔毛，基部通常无假托叶或极小的假托叶；上部叶与苞片叶羽状半裂、头状花序椭圆形，花冠管状或高脚杯状，外面有腺点，花药狭线形，花柱与花冠近等长或略长于花冠。瘦果长卵形或长圆形。艾草花果期9-10月，全草入药，有温经、去湿、散寒、止血、消炎、平喘、止咳、安胎、抗过敏等作用。艾叶晒干捣碎得“艾绒”，制艾条供艾灸用，又可作“印泥”的原料。分布于亚洲及欧洲地区。	艾草分布广，除极干旱与高寒地区外，几遍及全国。在蒙古、朝鲜、苏联（远东地区）也有。艾草在日本有栽培。艾草模式标本采自中国华北。	55865cbbc68e9_140_120.jpg
南美铁树	阔叶美洲苏铁	灌木花卉	植物界 苏铁门 苏铁纲 苏铁目 泽米铁科 美洲树属		南美铁树的学名：ZamiapumilaL，为近年从美洲引进的苏 铁科美洲树属的一种大型名贵观赏植物。	南美铁树原产墨西哥、哥伦比亚、美国佛罗里达洲及西印度群岛。我国有引种。	5975ef974242d_140_120.jpg
俏黄栌	非洲红、非洲黑美人、紫锦木、红叶戟	木本花卉	植物界 被子植物门 双子叶植物纲 大戟目 大戟科 大戟属	春季夏季	紫锦木是大戟目大戟科植物，原产印度及热带非洲。常绿乔木，高13-15（19）米，直径12-17厘米。叶3枚轮生，圆卵形，长2-6厘米，宽2-4厘米，先端钝圆，基部近平截；主脉于两面明显，侧脉数对，生自主脉两侧，近平行，不达叶缘而网结；边缘全缘；两面红色；叶柄长2-9厘米，略带红色。	紫锦木原产热带美洲；我国福建、台湾近年有栽培，做行道树，叶红色可观赏；近年北京温室亦开始栽培。	596f51136ea27_140_120.jpg
茅瓜	解毒草、老鼠瓜、山熊胆、金丝瓜、老鼠黄瓜、老鼠香瓜、狗黄瓜、银丝莲、野黄瓜、老鼠拉冬瓜、大种老鼠拉冬瓜、天瓜、耗子瓜、小苦瓜蒌、王瓜、土瓜、野甜瓜、山天瓜、牛奶子、波瓜公、狗屎瓜、小鸡黄瓜	草本花卉	植物界 被子植物门 双子叶植物纲 葫芦目 葫芦科 茅瓜属	5-8月	茅瓜，中药名。为葫芦科植物茅瓜Solena amplexicaulis (Lam.) Gandhi的块根。分布于江西、福建、台湾、广东、广西、四川、贵州、云南等地。具有清热解毒，化瘀散结，化痰利湿之功效。用于疮痈肿毒，烫火伤，肺痈咳嗽，咽喉肿痛，水肿腹胀，腹泻，痢疾，酒疸，湿疹，风湿痹痛。	分布于江西、福建、台湾、广东、广西、四川、贵州、云南等地。	5bacc7d13a01a_140_120.png
六倍利	翠蝶花、山梗菜、花半边莲、南非半边莲	一年生草本花卉	植物界 被子植物门 双子叶植物纲 桔梗目 桔梗科 半边莲属	春季	六倍利为桔梗科半边莲属下的一个种，又名山梗菜，桔梗科半边莲属，多年生草本植物，一年生栽培，半蔓性，铺散于地面上，光滑或下部微被毛，分枝纤细；叶对生，多叶，下部叶匙形，具圆齿，先端钝，上部叶倒披针形，近顶部叶宽线形而尖；总状花序顶生，小花有长柄。六倍利一般做花坛、花境边缘用，同时还有一定的药用价值。	六倍利原产于南非洲，我国多个省份都有分布。六倍利在我国江苏、安徽、浙江、江西、福建、台湾、湖北、湖南、广东、广西、四川、贵州等地亦广泛分布。	54a35c6864930_140_120.jpg
香车叶草	sweet woodruff	一年生草本花卉	植物界 被子植物门 双子叶植物纲  茜草科 车叶草属		香车叶草也称活血草但也有药用价值，近几日是花期，随处可见。为菊科植物山苦荬的全草或根。早春采收，洗净，鲜用或晒干。生于山地及荒野，为田间杂草。分布于中国北部、东部和南部。	多分布于地中海地区。	5ba472f22437a_140_120.jpg
亮叶鸢尾		多年生草本花卉	植物界 被子植物门 百合纲 百合目 鸢尾科 鸢尾属	春季夏季	亮叶鸢尾为常绿多年生草本植物。叶面光滑、亮绿色，花茎扁平叶状。原产于巴西。	亮叶鸢尾原产于巴西。	578092eb8408e_140_120.jpg
茴麻		一年生草本花卉	植物界		苘麻 一年生亚灌木状草本，高达1-2m。茎枝被柔毛。叶互生；叶柄长3-12cm，被星状细柔毛；托叶早落；叶片圆心形，长5-10cm，先端长渐尖，基部心形，两面均被星状柔毛，边缘具细圆锯齿。常见于路旁、荒地和田野间。我国除青藏高原不产外，其他各地均产，东北各地也有栽培。苘麻在中国的种植和利用已有悠久历史，最早记载见于《诗经》、《周礼》，距今已有2600余年。可编织麻袋、搓绳索、编麻鞋等纺织材料。	我国除青藏高原不产外，其他各地均产，东北各地也有栽培。	5c30cc00b5216_140_120.jpg
紫龙角	水牛角	多肉多浆植物	植物界 被子植物门 双子叶植物纲 捩花目 萝摩科 水牛掌属	夏季	紫龙角是萝藦科水牛掌属(水牛角属)，分布于北非、地中海地区和南也门的索科特拉岛，又名水牛角。开出的花很招苍蝇。多年生肉质草本，植株灰绿色，表面长有紫褐色斑纹。看起来好像很硬，但摸起来却软软的。植株低矮，分枝多，开深褐红色星状的花，花有臭味，会吸引苍蝇，所以很少有人在养。	紫龙角原产非洲西南部。紫龙角分布于北非、地中海地区和南也门的索科特拉岛。	5991a2bc14f47_140_120.jpg
金丝雀	富贵金丝鸟、奶黄包子	灌木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 蔷薇科 蔷薇属	4-9月	金丝雀也叫富贵金丝鸟，著名的大花月季的品种之一，花黄色，花瓣丰满，花姿雅致，花形优美，深得广大月季爱好者喜爱。金丝雀对于容器的要求不是很高，因此也可做阳台微月栽培，金丝雀它的花是一个很纯正的黄色，外面是杏黄色，花不是很大、在4-5公分，花量很大，它的花瓣不多不少、花型很包，单花花期很长，花期可以持续十几天。		5bdd276665118_140_120.jpeg
