name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	image
头花蓼		多年生草本花卉	植物界 种子植物门 双子叶植物纲 蓼目 蓼科 扁蓄属	夏季秋季	头花蓼是多年生匍匐草本。茎丛生，基部木质化，节部生根，节间比叶片短，多分枝，疏生腺毛或近无毛，一年生枝近直立，具纵棱，疏生腺毛，叶片卵形或椭圆形，先端尖，基部楔形，长1.5—3厘米，宽1—2.5厘米，全缘，边缘具腺毛，两面疏生腺毛，上面有时具黑褐色新月形斑点。	头花蓼产江西、湖南、湖北、四川、贵州、广东、广西、云南及西藏。生山坡、山谷湿地，常成片生长，海拔600-3500米。头花蓼在印度北部、尼泊尔、锡金、不丹、缅甸及越南也有。	http://pic1.huashichang.com/2016/0801/21/579f48029efa5_140_120.jpg
大花六道木		灌木花卉	植物界 被子植物门   忍冬科 六道木属	夏季秋季	大花六道木（学名：Abelia × grandiflora（Andre）Rehd）英文名：Large.flowered Abelia。科属：忍冬科六道木属。形态特征：金叶黄，略带绿心，花粉白色。生长快，花期长。华东、西南及华北可露地栽培。		http://pic1.huashichang.com/2016/0804/22/57a34fddb729c_140_120.jpg
美国薄荷	马薄荷、佛手甜	多年生草本花卉	植物界 被子植物门 双子叶植物纲 管状花目 唇形科 美国薄荷属	夏季	美国薄荷（学名：Monarda didymaL.）：也叫马薄荷，属多年生草本植物，株高100-120厘米，茎直立，四棱形，叶质薄，对生，卵形或卵状披针形，背面有柔毛，缘有锯齿。花朵密集于茎顶，萼细长，花冠长5厘米，花簇生於茎顶，花冠管状，淡紫红色，叶芳香。轮伞花序密集多花，花筒上部稍膨大，裂片略成二唇形。美国薄荷原产美洲，中国各地园圃有栽培。可用于泡茶、煎煮、烧烤、生食、腌渍、酱料。也可用于杀菌、沐浴、薰香。制成药膏治疗皮肤疹，吸入蒸气可缓解感冒症状，常被添加於护发用品。	美国薄荷原产美洲，加拿大的魁北克等地区，美国的佐治亚州、缅因州、北卡罗来纳州等地。美国薄荷在中国各地园圃有栽培。	http://pic1.huashichang.com/2016/0804/23/57a35a6f0900e_140_120.jpg
铃兰	草玉玲、君影草、香水花、鹿铃、小芦铃、草寸香、糜子菜、芦藜花、谷中百合、圣母之泪、天堂之梯	宿根花卉	植物界 被子植物门 单子叶植物纲 百合目 百合科 铃兰属	春季夏季	铃兰（学名：Convallaria majalis），又名君影草、山谷百合、风铃草，是铃兰属中唯一的种。原产北半球温带，欧、亚及北美洲和中国的东北、华北地区海拔850～2500处均有野生分布。也有以铃兰为名的日剧，一些动漫、游戏、轻小说中也有以铃兰为名的角色。互赠铃兰是法国人五月一日一定要做的一件事，因为法国人相信，铃兰会让人走运。婚礼上也常见铃兰，将它赠与新娘，祝福新人“幸福的到来”铃兰原种分布遍及亚洲、欧洲及北美，特别是较高纬度，像我国东北林区和陕西秦岭都有野生。多生于深山幽谷及林缘草丛中。铃兰是一种名贵的香料植物，它的花可以提取高级芳香精油。铃兰的花为小型钟状花，生于花茎顶端呈总状花序偏向一侧。花朵乳白色悬垂若铃串，一茎着花一般为6～10朵，莹洁高贵，精雅绝伦。香韵浓郁，盈盈浮动，幽沁肺腑，令人陶醉。铃兰落花在风中飞舞的样子就像下雪一样，因此铃兰的草原也被人们称为“银白色的天堂”。	铃兰在朝鲜、日本至欧洲、北美洲也很常见。分布于欧亚大陆的花上有白色中脉。而分布于美国，花上有淡绿色中脉。【国内分布】黑龙江、吉林、辽宁、内蒙古、河北、山西、山东、河南、陕西、甘肃、宁夏、浙江和湖南。【国外分布】朝鲜、日本至欧洲、北美洲也很常见。分布于欧亚大陆的花上有白色中脉。而分布于美国，花上有淡绿色中脉。【海拔】800~2500米	http://pic1.huashichang.com/2016/0805/06/57a3c8d3c8968_140_120.jpg
新几内亚凤仙		多年生草本花卉	植物界 被子植物门 双子叶植物纲 杜鹃花目 凤仙花科 凤仙花属	夏季	新几内亚凤仙（Impatiens hawkeri）多年生常绿草本。茎肉质，分枝多。叶互生，有时上部轮生状，叶片卵状披针形，叶脉红色。花单生或数朵成伞房花序，花柄长，花瓣桃红色、粉红色、橙红色、紫红白色等。花期6--8月。 喜炎热，要求充足阳光及深厚、肥沃、排水良好的土壤。怕寒冷，遇霜全株枯萎。雨季排水不良，通风不好，易患白粉病或使根茎腐烂以至落叶，注意通风，降低温度。播种繁殖。适作花坛，花镜布置或盆栽观赏。	新几内亚凤仙产区主要分布在广东、广西、海南等华南地区,生产量约占总量的60%至70%,其他地区分布在新疆、甘肃、四川东北、北京周边地区。	http://pic1.huashichang.com/2016/0805/23/57a4b33f010c9_140_120.jpg
彩色马蹄莲		球根花卉	植物界 被子植物门 单子叶植物纲 天南星目 天南星科 马蹄莲属	春季	彩色马蹄莲（学名：Zantedeschia hybrida Spr．）天南星科，马蹄莲属中除白花马蹄莲外其它种及杂交品种的统称。球根花卉。肉质块茎肥大。叶基生，叶片亮绿色，全缘。肉穗花序鲜黄色，直立于佛焰中央，佛焰苞似马蹄状，有白色、黄色、粉红色、红色、紫色等，品种很多。盛花期3-4月。节处生根，根系发达粗壮。叶茎生，叶片圆形或戟形，按段尖锐有光泽，全缘，多数品种叶片有半透明斑点。彩色马蹄莲原产非洲中南部，彩色马蹄莲在欧美各国及日本等地广受欢迎。自20 世纪80 年代进入中国市场，因其奇特的花型和丰富的色彩，常用于制作花束、花篮、花环和瓶插，矮生和小花型品种盆栽用于摆放台阶、窗台、阳台、镜前，配植庭园，丛植于水池或堆石旁。	彩色马蹄莲原产非洲南部的河流、沼泽地中。	http://pic1.huashichang.com/2016/0805/23/57a4b7fc818d4_140_120.jpg
孔雀木	手树	乔木花卉	植物界 被子植物门  手树 五加科 孔雀木属		孔雀木：属伞形目，五加科常绿观叶小乔木或灌木。原产于澳大利亚和太平洋群岛[1]  。叶面革质，暗绿色，状似细长的手指，具粗齿锯的叶缘，呈放射状着生，交错排列。	原产于澳大利亚和太平洋上的波利尼亚群岛。中国华南地区引种栽培较早，而今许多地区引种作为栽培植物。印度、斯里兰卡至中南半岛也有分布。	http://pic1.huashichang.com/2016/0808/21/57a88341cc5b2_140_120.jpg
羽叶薰衣草		多年生草本花卉	植物界 被子植物门 双子叶植物纲 唇形目 唇形科 薰衣草属	四季	羽叶薰衣草(Lavendula pinnat ),原生于加那利群岛，和加纳利薰衣草极相似，二者为近亲，但该种花型更为紧凑，颜色较深。现在各地均有普遍栽培。	羽叶薰衣草原生于加那利群岛，和加纳利薰衣草、蕨叶薰衣草极相似，但该种花型更为紧凑，颜色较深。各地均有普遍栽培。	http://pic1.huashichang.com/2016/0809/20/57a9d13f662aa_140_120.jpg
漏斗菜	血见愁、猫爪花	宿根花卉	植物界 被子植物门 双子叶植物纲 毛茛目 毛茛科 耧斗菜属	夏季	漏斗菜为双子叶植物药毛茛科植物小花耧斗菜或尖萼耧斗菜的带根全草。原植物尖萼漏斗菜为多年生草本，高50～90cm。根粗壮，圆柱形，外皮黑褐色。茎直立，上部多分枝。基生叶多数，有长柄， 二回三出复叶，最终小叶片倒卵形，先端2～3裂；茎生叶具短柄，形似基生叶，但上部的变小。花3～5成聚伞花序，苞片较小，3全裂；萼片5，紫红色或紫色，卵状椭圆形，先端圆钝；花瓣5，淡黄色，较花萼短，下部具羊角状距，距长为萼片的1/2～1/3；雄蕊多数；心皮5，离生。蓇葖果长 2.5～3cm。种子狭卵形，黑色，有光泽。 生于林下、林缘及山麓草地。分布于我国东北部；朝鲜、俄罗斯也有。	漏斗菜分布于我国东北部；朝鲜、俄罗斯也有。	http://pic1.huashichang.com/2016/0809/21/57a9d79f16fa5_140_120.jpg
串叶松香草	串叶草、国香槟草、菊花草	宿根花卉	植物界 被子植物门 双子叶植物纲 桔梗目 菊科 松香草属	夏季	串叶松香草为菊科多年生宿根草本植物。因其茎上对生叶片的基部相连呈杯状，茎从两叶中间贯穿而出，故名串叶松香草。一年生串叶松香草当年植株呈丛叶莲座状，不抽茎，根圆形肥大、粗壮，具水平状多节的根茎和营养根。根茎出数个具有紫红色鳞片的根基芽。第二年每小根茎形成一个新枝。植株形略似菊芋。株高1.5～2米，叶片大，长椭圆形，叶缘有疏锯齿，叶面有刚毛，基叶有叶柄，茎方、四棱茎，叶对生，无柄，茎叶基部叶片相连。	串叶松香草为北美洲独有的一属植物。1979年从朝鲜引入我国。在我国各省栽培，分布比较集中的有广西、江西、陕西、山西、吉林、黑龙江、新疆、甘肃等省。	http://pic1.huashichang.com/2016/0810/21/57ab2871c2839_140_120.jpg
桔梗	包袱花、铃铛花、僧帽花	多年生草本花卉	植物界 被子植物门 双子叶植物纲 桔梗目 桔梗科 桔梗属	夏季秋季	桔梗（Platycodon grandiflorus），别名包袱花、铃铛花、僧帽花，是多年生草本植物，茎高20～120厘米，通常无毛，偶密被短毛，不分枝，极少上部分枝。叶全部轮生，部分轮生至全部互生，无柄或有极短的柄，叶片卵形，卵状椭圆形至披针形，叶子卵形或卵状披针形，花暗蓝色或暗紫白色，可作观赏花卉；其根可入药，有止咳祛痰、宣肺、排脓等作用，中医常用药。在中国东北地区常被腌制为咸菜，在朝鲜半岛被用来制作泡菜，当地民谣《桔梗谣》所描写的就是这种植物。单凭名称，有人会误以为桔梗乃桔子的梗，但实际上与桔子或柑橘属没有直接关系。	桔梗产东北、华北、华东、华中各省以及广东、广西（北部）、贵州、云南东南部（蒙自、砚山、文山）、四川（平武、凉山以东）、陕西。桔梗在朝鲜、日本、俄罗斯的远东和东西伯利亚地区的南部也有。桔梗的模式标本采自俄罗斯的西伯利亚。	http://pic1.huashichang.com/2016/0811/06/57aba81bb28f4_140_120.jpg
山指甲	山紫甲树、小蜡树、水黄杨、小叶女贞	灌木花卉	植物界 被子植物门 双子叶植物纲 捩花目 木犀科 女贞属	夏季	山指甲，拉丁学名Ligustrum sinense。又被称为山紫甲树、小蜡、水黄杨。属于木犀科。为半落叶小乔木，高达6米。枝、叶中脉下面、花序轴密被短柔毛。单叶，对生，纸质，椭圆形，长约5厘米，宽约2厘米，全缘，柄长约3毫米。花两性，辐射对称，芳香，多花，细小；聚繖花序再排为圆锥花序，长约10厘米，于小枝的上部腋生；花冠漏斗形，白色。核果球形，直径5毫米，熟时紫黑色。	山指甲仅见于秦岭北坡西安植物园栽培。山指甲分布于江苏、浙江、福建、湖北、湖南、江西、广东、广西、四川、云南等省区。	http://pic1.huashichang.com/2016/0811/20/57ac70335d133_140_120.jpg
杠柳	羊奶条、山五加皮、香加皮、北五加皮	灌木花卉	植物界 被子植物门 双子叶植物纲 捩花目 萝藦科 杠柳属	春季夏季	杠柳（Periploca sepium Bunge），又叫羊奶条、北五加皮、羊角桃、羊桃等，属萝摩科杠柳属落叶蔓性灌木。其特性为喜光、耐旱、耐寒、耐盐碱。根系分布较深，常丛生。初期生长径直立，后渐匍匐或缠绕。主要分布在西北、东北、华北地区及河南、四川、江苏等省区。根蘖性强，常单株栽后不久即丛生成团。具有广泛的适应性，是优良的固沙、水土保持树种；作药用时可镇痛，除风湿。	世界分布俄罗斯远东地区乌苏里。中国分布辽宁省，内蒙自治区，华北各省市，陕西省，甘肃省，青海省，上海市，浙江省，江西省，湖北省，广西自治区，重庆市，四川省，贵州省。	http://pic1.huashichang.com/2016/0811/21/57ac7a75a650c_140_120.jpg
山丹丹花	红百合、山丹、山丹百合、山丹丹、山丹子、细叶百合	草本花卉	植物界 被子植物门 单子叶植物纲 百合目  百合科 百合属	夏季	山丹花（学名：Lilium pumilum ）是百合科草本植物，株秆高30—40厘米，茎上生叶，细长纤弱，狭长如松叶。花被片长3-4.5cm，宽5-7mm，反卷，无斑点或有少数斑点，花药具红色花粉，花春末夏初开放，花下垂，花瓣向外反卷，色鲜红，通常无斑点，有时近基部有少数斑点，有光泽，具清香，甚美丽。蒴果近球形，直径1.7-2.2cm。花期6-8月，果期8-9月。生于向阳山坡；或有栽培。分布于中国黑龙江、吉林、辽宁、河北、河南、山东、山西、内蒙古、陕西、宁夏、甘肃、青海等省区。	山丹花是百合属中分布最广，纬度偏北的一种。是我国东北、华北、西北地区，吉林、辽宁、内蒙古、河北、河南、山东、陕西、甘肃、青海等地著名的野生花卉。西南地区的四川、贵州也有分布。俄罗斯、朝鲜等国也有。	http://pic1.huashichang.com/2016/0812/22/57addbf84a736_140_120.jpg
大花萱草	大苞萱草	多年生草本花卉	植物界 被子植物门 单子叶植物纲 百合目 百合科 萱草属	夏季	大花萱草，又名：大苞萱草，英文名字：Hemerocallis。拉丁文名：Hemerocallis middendorfii Trautv. et Mey. 百合科、萱草属多年草本植物。肉质根茎较短。叶基生，二列状，叶片线形，长约30～45厘米，宽2～2.5厘米。花茎高出叶片，上方有分枝，小花2～4朵，有芳香，花大，具短梗和大型三角状苞片。花冠漏斗状或钟状至钟状，裂片外弯。花期7～8月。大花萱草根分为肉质根和须根，肉质根呈纺锤状，须根多生长在肉质根上。具短根状茎，叶翠绿狭长，基生呈带状。		http://pic1.huashichang.com/2016/0813/23/57af398454816_140_120.jpg
